world,n_train,model,site_or_shift,metric,mean,median,sd,minimum,maximum,n
site_shift,40,flow_jump_observation,site_1_minus_site_0,event_brier,-1.3466281533800004e-05,-0.0029617314519649,0.005860036213251564,-0.0045649965351382,0.0092536127366843,5
site_shift,40,gru_from_scratch,all,event_brier,0.1332570468130168,0.1316697479158599,0.0085129085572707,0.1215755028847472,0.1450382782591138,5
site_shift,80,flow_jump,all,event_brier,0.12439596313760296,0.1229665136310641,0.00532085305036166,0.1188977118911369,0.1330318575510293,5
site_shift,80,flow_jump,site_0,event_brier,0.13378581119118121,0.1238859107433952,0.027894341136341597,0.1139201249040318,0.1828915774658331,5
site_shift,80,flow_jump,site_1,event_brier,0.13392346157782845,0.1232569962074205,0.026138480481082044,0.1200240758174327,0.1805208956442576,5
site_shift,80,flow_jump,site_1_minus_site_0,event_brier,0.00013765038664725985,-0.0023706818215754,0.0064838420660753545,-0.0041241497997652,0.0114266079896509,5
site_shift,80,flow_jump_observation,all,event_brier,0.12445974815402894,0.1229681283839488,0.005369345459413922,0.118894793819288,0.13311054824726,5
site_shift,80,flow_jump_observation,site_0,event_brier,0.13384232375101202,0.1239443462813109,0.028030938113140644,0.1138348598991361,0.1831771829720145,5
site_shift,80,flow_jump_observation,site_1,event_brier,0.13398109358899102,0.1233021735827399,0.02626090742930269,0.1200887053759968,0.180803491883366,5
site_shift,80,flow_jump_observation,site_1_minus_site_0,event_brier,0.0001387698379790399,-0.0023736910886484,0.0064871734838414866,-0.0041410048150434,0.0114301249430346,5
site_shift,80,gru_from_scratch,all,event_brier,0.12297624240456224,0.1207203115839616,0.006486018021990125,0.1180955851414298,0.1343805855275009,5
site_shift,100,flow_jump,all,event_brier,0.12199314395271457,0.1223733478713563,0.0020100722973102215,0.119164337734639,0.1245257595350028,5
site_shift,100,flow_jump,site_0,event_brier,0.11924453516319378,0.1198995407744679,0.005038199740699028,0.112602729217524,0.1240490693605592,5
site_shift,100,flow_jump,site_1,event_brier,0.12041211704261907,0.1199784026601623,0.00197100184964354,0.1182055316602293,0.1235306369693086,5
site_shift,100,flow_jump,site_1_minus_site_0,event_brier,0.00116758187942534,-0.0002934342251492,0.006022410776805959,-0.0039321141868294,0.0109279077517846,5
site_shift,100,flow_jump_observation,all,event_brier,0.12201838093024975,0.1223705995749641,0.0020100791533216077,0.1191750933291128,0.1245468755563706,5
site_shift,100,flow_jump_observation,site_0,event_brier,0.11925270021980114,0.1199028345224498,0.005038844094767618,0.1126140174381248,0.1240612511657008,5
site_shift,100,flow_jump_observation,site_1,event_brier,0.12041353193461224,0.1199830879469982,0.0019804027380358425,0.11819836364166,0.123550044229725,5
site_shift,100,flow_jump_observation,site_1_minus_site_0,event_brier,0.0011608317148110597,-0.000299343879657,0.006030029398659017,-0.00393678262454,0.0109360267916001,5
site_shift,100,gru_from_scratch,all,event_brier,0.11997337316465335,0.1195879209328096,0.0021449277840214593,0.1174990652638104,0.1228056437452925,5
site_shift,5,flow_jump,all,event_log_loss,0.5199079601553354,0.4937851063969564,0.0875090686626578,0.429919770400698,0.661226088781306,5
site_shift,5,flow_jump,site_0,event_log_loss,0.4410458450874878,0.4350077168646326,0.02081579213177264,0.4206644807547615,0.4755919998759922,5
site_shift,5,flow_jump,site_1,event_log_loss,0.442947444938545,0.4320706058612791,0.02620311775762665,0.4242008866713585,0.4887761859984397,5
site_shift,5,flow_jump,site_1_minus_site_0,event_log_loss,0.0019015998510571396,0.003536405916597,0.009447073548371938,-0.0101498310567935,0.0131841861224474,5
site_shift,5,flow_jump_observation,all,event_log_loss,0.5184514764820999,0.4937953816797662,0.08730608446293477,0.429802312753844,0.661244052960541,5
site_shift,5,flow_jump_observation,site_0,event_log_loss,0.4390426209764822,0.4318609201550406,0.021941146747371163,0.4210624164945202,0.4752509882625871,5
site_shift,5,flow_jump_observation,site_1,event_log_loss,0.4416177418937678,0.4327598603397124,0.02640177970188105,0.4245323178412041,0.4883856969636905,5
site_shift,5,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00257512091728562,0.0034699013466839,0.009510250879200103,-0.0102129173917177,0.0131347087011034,5
site_shift,5,gru_from_scratch,all,event_log_loss,0.450918380182844,0.4686949531890569,0.03828331858011455,0.4009201705239075,0.4835172034690096,5
site_shift,10,flow_jump,all,event_log_loss,0.4993336262147162,0.4590822031743234,0.09464314487021391,0.4242410159846442,0.6611427815487245,5
site_shift,10,flow_jump,site_0,event_log_loss,0.4823262200632642,0.428477305222195,0.09078300329200575,0.4043711965871424,0.6002563661508231,5
site_shift,10,flow_jump,site_1,event_log_loss,0.49136617728152976,0.4292049879172148,0.09331140642959314,0.4216553620819027,0.6154657533697968,5
site_shift,10,flow_jump,site_1_minus_site_0,event_log_loss,0.00903995721826554,0.0083821945950329,0.011815595192912651,-0.0062781578231259,0.0248337913300724,5
site_shift,10,flow_jump_observation,all,event_log_loss,0.4912959182799489,0.4513563397798643,0.100527936330979,0.4180976162042504,0.6611596625237494,5
site_shift,10,flow_jump_observation,site_0,event_log_loss,0.48260606297655484,0.4280792505327873,0.09096369794540206,0.4042911234715383,0.6003359969482198,5
site_shift,10,flow_jump_observation,site_1,event_log_loss,0.4917511356738995,0.4291463565856256,0.09340032222457754,0.4223096414570121,0.6155359883019011,5
site_shift,10,flow_jump_observation,site_1_minus_site_0,event_log_loss,0.00914507269734472,0.0084220571610936,0.011661758780217881,-0.0057696090757751,0.0248552331140873,5
